Rk,Player,School,Conf,G,Rec,Yds,Avg,TD,Att,Yds,Avg,TD,Plays,Yds,Avg,TD
446,James Williams*\james-williams-13,Washington State,Pac-12,13,48,342,7.1,1,102,585,5.7,6,150,927,6.2,7
447,Anthony Scott\anthony-scott-2,East Carolina,American,8,23,164,7.1,3,79,384,4.9,2,102,548,5.4,5
448,Isaiah Johnson-Mack*\isaiah-johnson-mack-1,Washington State,Pac-12,11,35,246,7.0,1,0,0,,0,35,246,7.0,1
449,Willy Ivery*\willy-ivery-1,North Texas,CUSA,11,25,173,6.9,2,90,489,5.4,6,115,662,5.8,8
450,Markell Jones\markell-jones-1,Purdue,Big Ten,11,32,215,6.7,0,153,616,4.0,4,185,831,4.5,4
451,Devon Spalding*\devon-spalding-1,Central Michigan,MAC,11,31,204,6.6,1,138,758,5.5,6,169,962,5.7,7
452,Duke Catalon*\duke-catalon-1,Houston,American,9,44,281,6.4,3,145,528,3.6,4,189,809,4.3,7
453,Alex Gardner\alex-gardner-2,Florida International,CUSA,12,30,191,6.4,0,181,930,5.1,6,211,1121,5.3,6
454,Justin Jackson*\justin-jackson-5,Northwestern,Big Ten,13,35,219,6.3,0,298,1524,5.1,15,333,1743,5.2,15
455,Gerard Wicks*\gerard-wicks-1,Washington State,Pac-12,13,29,184,6.3,1,88,475,5.4,11,117,659,5.6,12
456,Devin Singletary\devin-singletary-1,Florida Atlantic,CUSA,12,26,163,6.3,0,152,1021,6.7,12,178,1184,6.7,12
457,Royce Freeman\royce-freeman-1,Oregon,Pac-12,11,23,144,6.3,1,168,945,5.6,9,191,1089,5.7,10
458,Tion Green\tion-green-1,Cincinnati,American,12,29,167,5.8,0,159,743,4.7,2,188,910,4.8,2
459,Marquis Young\marquis-young-1,Massachusetts,Ind,12,26,147,5.7,0,197,898,4.6,4,223,1045,4.7,4
460,Elijah Hood*\elijah-hood-1,North Carolina,ACC,11,25,142,5.7,0,145,858,5.9,8,170,1000,5.9,8
461,Devine Redding*\devine-redding-1,Indiana,Big Ten,13,27,146,5.4,2,253,1122,4.4,7,280,1268,4.5,9
462,Darian Green\darian-green-1,Ball State,MAC,8,24,124,5.2,0,57,311,5.5,1,81,435,5.4,1
